S.No,Comments,Label
344,బాబాయి నే శవాన్ని చేసిన చరిత్ర మీది,hate
345,"మరి నువ్వు తండ్రి చావుని,,బాబాయ్ చావుని అడ్డం పెట్టుకొని చేసింది",hate
346,నీ అంత నీచమైన మనిషిని రాజకీయాల్లో ఇప్పటివరకు చూడలేదు,hate
347,జైల్లో ఉండాల్సిన పిచ్చోడిని సీఎం ను చేసినందుకు మనదే ఆ తప్పు అనుభవించండి,hate
348,"ఛీఛీ ఇంతదారుణమైనమనిషిని,నీచమైనవక్తినిచూడలేదు.",hate
349,ఇలా మాట మార్చే వాడిని గొర్రెలు నమ్ముతున్నాయి,hate
350,నేను ఇంతవరకు ఇటువంటి కన్నింగ్ సీఎం నీ చూడలేదు,hate
351,30 వేల కోట్ల ఏకరలు దొబ్బడనికి కదా అన్ని పడుతున్నావు,hate
352,అదే 420 పరిపాలన,hate
353,బోచుగడివి.... నీవు తెలుసా అమిత్ షా కి.... గుండుగా,hate
354,వీడికి ఏదో జబ్బు ఉంది రోజు రోజుకూ ఇలా అవుతున్నా,hate
355,వీడిని దగ్గరకి కుడా రానివ్వరు.,hate
356,ఫ్యూచర్లో జగన్ గంటేస్తే ఎన్టీఆర్ దగ్గర చేరడానికి గాలం వేస్తున్నాడు,hate
357,Ntr dhaggaraku vaste ntr anna fans mukkalugaa nariki chepalaku metha gaa vestaru vinni,hate
358,జగన్ వెళ్తే మాత్రం మెడలు ఎక్కడ వంచేస్తాడో అని ఉచ్చ పోసుంటారేమో ఐతే,hate
359,"నువ్వు ఉండటం మాత్రం కష్టమే.....,.....నిన్ను ఎవ్వడో ఒక్కడు వెస్తడు...",hate
360,"అరేయ్ వెధవ చంద్రబాబు నాయుడు ,,,,,, ప్రపంచానికి తెలుసు రా",hate
361,అస్సలు ఈ కొడాలి గాడికి అమిత్ షా కలుస్తాడా,hate
362,నేను జంతువును  నాకు అటువంటి ఫీలింగ్స్ ఏమి ఉండవు.,hate
363,వీడు డైరెక్టర్ అయుండకుంటే వీడిని ఏ ఒక్కరూ పట్టించు కునే వారే కాదు,hate
364,కామాంధులను అడిగి క్వశ్చన్ కరెక్ట్,hate
365,వాళ్ళమ్మ కూడా అంతె అమె కూడా చాలా ఈజీ గా తీసుకుంటారు.,hate
366,ఇటువంటి ప్రశ్నలు మీరు అడగడానికి మీకు సిగ్గుండాలి.,hate
367,జంతు సంస్కృతి ఉన్న ఈ వెధవని ఒక గొప్ప వాడిగా చూపించడ మేమిటి,hate
368,ఎలాంటి ఎదవలకి ఇండ్రు ఎందుకు,hate
369,చెత్త పన్ను ఏందిరా నాయనా....,hate
370,చల్లగా నెత్తి మీద చెయ్యి పెట్టాడు..,hate
371,నువ్వు కూడా ఒక్కొక్కడికి ఒక్కొక్క ఛాన్స్ ఇవ్వు జంగ్లీ. ఇప్పటికే నాశనమై చస్తుంటే మళ్ళీ ఇది ఒకటి వచ్చింది.,hate
372,వేలుపెట్టి గెలకండి సమ్మగా ఉంటుంది మంగలి కి,hate
373,దీన్ని ఒక్కసారి AP లో తిప్పితే తెలుస్తుంది ఫ్యాన్ ఎంత చల్లగా వుందో ఇప్పుడు. పదవి కొట్టేసింది.,hate
374,నిపుకు పెడతా చల్లగా ఉంటాడా,hate
375,దీని వాయిస్ దరిద్రంగా ఉంటుంది,hate
376,battalu sarigga vesuko va,hate
377,nuvvu nee voice cheraku dobbuthunti,hate
378,dheniki pelliyenti varada adi,hate
379,lanja laga vunnav,hate
380,kojja daga niku edi avasarama,hate
381,ni boobs chusta moodu aagadu,hate
382,ni shape challa  bagundi aa,hate
383,Daane todalu tomu gaadeda,hate
384,ఐతే వెళ్ళి ఎవడిదైనా kuduvu ra,hate
385,లక్ష్మీ పార్వతిని మాయలో పడి అలా అనిపించిందా.,hate
386,తెచ్చుకున్నాం కదా కోరి కోరి దరిద్రం మన అనుభవించక తప్పదు జై జనసేన,hate
387,"జలగ పాలనలో వాచిపోతోంది,ఇంక మనం ఆంధ్రాలో ఉండలేము",hate
388,ఇప్పుడు YCP ki antha seen ledhu బులుగు batch dhammunte yedhi prnchakunda వుంటారా,hate
389,Ycp ki votu vesi chaaaala thappu chesaa,hate
390,రాష్ట్రంలో జిల్లాలకు పేర్లు యూనివర్సిటీ పేర్లు మార్చుకుంటూ తిరగడం తప్ప ఈడు ఏమీ పీకింది లేదు,hate
391,Ma అన్నయ్య ఫ్యాన్స్ ఉచ్చ పోస్తే ఆ వుచ్చలో కొట్టుకుపోతవు ల.......,hate
392,స్నేహితులారా దాన్ని చెప్పుతో కొట్టండి,hate
393,420 reddy lenja vachhindi,hate
394,neeku chitikipoye రోజు tondaralo రావాలని కోరుకునే వారిలో నేను ఒకడిని,hate
395,దోచాడు జైలు కి వెళ్ళాడు .. మళ్లి వెళ్తాడు తొందర్లో ...,hate
396,దీన్ని ఎర్రగడ్డ హాస్పిటల్ లో పడేయాలి,hate
397,ఏం బుకింగ్ లు రావడం లేదా నివు ఇంకొంచం విప్పాలి,hate
398,ఎందులో పెంచాలి నిన్ను ఏయడం లో నా,hate
399,పోతాడు లే వాళ్ళ నాన్న లాగే త్వరలో .. నువ్వు కూడా రేపు మాపో కత్తి మహేష్ లాగా పోతావ్,hate
400,Nvu chala peddavi ga pechavu gaaa .....,hate
401,సళ్ళు బాగా పెంచావ్.,hate
402,దీన్ని ఎవరికైనా చూపించండ్రా,hate
403,నీకు బలిసిందే  బాగా ,hate
404,రోకలి బండి సరిపోయిద నికు,hate
405,Neee brest bagundhi aa ,hate
406,రోకలి బండి సరిపోయిద నికు,hate
407,ఇప్పటికే అంత లావుగా ఉన్నాయ్ ఇంకా పెంచాలా దేవుడా ఇంకెంత కావాలి gd దాన,hate
408,"అవతార్ లోని హీరో మadda కావాలి దీనికి, అప్పుడు సరిపోతుంది",hate
409,Nevi chest baga size vachai okati okati football size unadh,hate
410,నువ్వు ఎలా బ్రతుకుతున్నావే ,hate
411,డోస్ పెంచాలి ఒకేసారి పదిమంది తో పడుకున్నా సరిపోవడం లేదు ఇంకాస్త పెంచాలి,hate
412,alrady pedda sizule kada pindithe nelaki maku milk bill migulthadhi,hate
413,Red light area ki vellu va nuvu correct ga set aavutav akkada,hate
414,ఇలాంటి వాడు రాష్ట్రం సీఎం చీ,hate
415,ఎవడ్రా బాబు నిన్ను cm అంది దరిద్రుడు సిగ్గుచేటు,hate
416,"ఒరేయ్ నీవు ఎలా చదువుకున్నావో, అర్ధం అవుతుందిరా",hate
417,Vesukovadam endhuku aa lanja  malli peekkovadam endhuku ️️️️,hate
418,కొబ్బరి బొండాలు కన్నా పెద్దగా ఉన్నాయ్,hate
419,ఈ చెత్త రాతలు కూతలు డీపీలు కే సరిపోయింది,hate
420,niku vote vasavadikina siggu vundali,hate
421,మీ సళ్ళు జాగ్రత్త aa,hate
422,మాకు ఏంది ఈ కర్మ ఎన్ని రోజులు వినాలి మీ మాటలు ,hate
423,వేసుకోవడం దేనికి దాచుకోవడం దేనికి,hate
424,దీనమ్మ జీవితం.... కళ్ళు చెదిరిపోయయి....,hate
425,మీకు దండం పెడతా ఈ మ్యూజిక్ ఏందిరా నాయనా,hate
426,శేఖర్ పిచ్చిపట్టినట్లు చేస్తున్నాడు డాన్స్,hate
427,ప్రేక్షకులని ఏదవలని చేయడంలో మీరు దిట్ట,hate
428,"E government ki ఎవరూ ఎదురు మాట్లాడకూడదేమో, రాక్షస పాలన",hate
429,ఆ రోగాలు కచ్చితంగా నీ వల్లే వచ్చి ఉంటాయి aa,hate
430,"మొహం మీద మాస్క్ ఎందుకు రా, బయటకు వస్తే కుక్కను కొట్టినట్టు kodathaaru అని భయం.",hate
431,Manam em peekalem .,hate
432,ఒక్క సీటు కూడా గెలవలేనోనికి ఇంత బిల్డప్పా..,hate
433,ఫిగర్ మస్తు సూపర్ ఉంటది,hate
434,Kinda gokuthadu,hate
435,Avi todala masala vadala,hate
436,"నేను కాపు కాదురా luccha,",hate
437,జగన్ & కో కులం మతం ప్రాంతాల మధ్య చిచ్చు పెట్టి చలిమంట కాచుకొనే దండుపాళ్యం బాచ్,hate
438,పవన్ కల్యాణ్ గారి బూట్లు పాలిష్ చేయడనికి కూడా పనికి రాని ప్రతి చిల్లర గాడు ఆయన గురించి మాట్లాడమే,hate
439,రండిరా మీరు ఎప్పుడు వస్తారా మా ఇంటికి అని చీపురు కట్టతో చూస్తున్నా,hate
440,సరిగ్గా నువ్వు బొక్కలో ఉండి చిప్పకూడు తిన్నన్ని నెలలన్నమాట ఇదేదో దేవుడి స్క్రిప్ట్ లా ఉందే,hate
441,గడప తొక్కితే చీపురు దెబ్బ ప్రోగ్రాం... ప్రజలది....,hate
442,అందుకునే రా నిన్ను జైల్ జలి రెడ్డి అంటారు,hate
443,వీడికి బెడ్రూమ్ లకు పోయే అలవాటు ఉన్నట్టు ఉంది,hate
444,వెటకారం కి తప్ప రాష్ట్ర అభివృధి కి పనికి రాని సీఎం,hate
445,Konni rojule ee comidy..next nuvvu jail lo chippakudu.,hate
446,నీ ఛాలెంజ్ మా అన్నకు వెంట్రుకతో సమానం పోవే,hate
447,నగరి లో పోటీ 2024 చేయి నీకి ఈసారి క్రింద పైన చినగక పోతే,hate
448,వైసీపీ వాళ్లు ఇప్పుడు టిడిపిని చూసిన పై పడతలేదు పవన్ ను చూస్తే ఉచ్చ పోసుకుంటున్నారు,hate
449,పకాలు వేసుకొనే బ్రతికే ప్రతి పతివ్రత మాట్లాడటమే,hate
450,"మేం ఎం సర్వే లు చేపియ లేదే,, బయం కదా",hate
451,పోవే లోఫర్ మీ జగన్  నువ్వు కలిసి ఆడుకోండి,hate
452, vasa roja Rajasekhar reddy SIR kuda single ga poticheyaledu marichipoku,hate
453,Danemma daniki Baga ycp dabbu thini thini doola perigindi,hate
454,Chepputho kottinattu vundi roja ku,hate
455,మరి పార్టీ లేదు బొక్క లేదు అన్నావ్ అచ్చోసిన ఆంబోతు,hate
456,మాకు అభివృద్ధి వద్దు నవరత్నాలు చిల్లరే ముద్దు..,hate
457,"మరి పార్టీ లేదు, బొక్క లేదు అన్నావ్",hate
458,వాడికి అభివృద్ధి కాదు కావాల్సింది మళ్ళీ గెలవాలి అని,hate
459,మరి అమరావతి అంటూ 5సం!!దోచేశారుకదయ్యా బాబాయ్లూ,hate
460,కన్నింగ్ చంద్రాలు చూపు చూడండి,hate
461,e mudathaaa mohani kuda famous cheysaruu,hate
462,Nuv antha buaty ga am undav ma karuvu vaka alla kanipistav ..anth,hate
463,neeku aa steps tappa inkem ravu,hate
464,ni bathuke antha,hate
465,Piralu enka peyragali,hate
466,Ayithe pelliki panikirravu,hate
467,First ha mask theese post chey ra,hate
468,Anna Gaatiga dimpinav kada paytmDogs k,hate
469,అది అట్లూటంది మనతోని ra,hate
470,Ramp padudhi ra niku tondarlo KCPD,hate
471,నీవు మీ అన్న ఒక్కటే,hate
472,మీ దరిద్రం ఏంటంటే దేనికోసం మాట్లాడిన అది మీ ఫ్యామిలీ సింక్ అవుతుంది,hate
473,తప్పుడుకూత కూస్తే చెప్పుచ్చుకొట్టండి ఆడమగ చూడకుండా,hate
474,లోఫర్ రోజా కి మరీ మాట్లాడే విధానం లేకుండా పోతుంది,hate
475,అక్కయ్య గారి ముఖం లో 2024 లో ఓటమి భయం కనిపిస్తుంది,hate
476,రోజాకి బుద్ధి లేదు... సిగ్గు ఎగ్గు లేకుండా వాగుతుంది..,hate
477,రోజా కి శ్రీరెడ్డి కి పెద్ద తేడా ఏమి లేదు,hate
478,జగనన్నకు ఎక్కడెక్కడ వెంట్రుకలు ఉన్నాయో రోజా కి బాగా తెలుసు,hate
479, మౌనిక నీవెంట నీ బతుకెంత,hate
480,ప్రజల సమస్యలు పట్టించుకొండి pawan anna meedha padi yedustarenti yeppudu,hate
481,జగన్ చెటికెను వేలు దగ్గర  ఉన్నట్లు మేడం ఎప్పుడు చుసారో.....,hate
482,మా కాపు వాడిని ఆంటే.. కుత్తా పగులుది.,hate
483,ఈవిడ రోజు రోజుకీ దిగజారి పోతుంది నోటికి హద్దు పద్దు లేదు,hate
484,Osey gojjje roja Dana Niku poye kalam vachindhi,hate
485,చెప్పుతో కొట్టినట్టే భలే చెప్పారు..,hate
486,ఎదురు బొంగు తీసేసుకుని లోపల తోస్కో.,hate
487,దీనికి సౌత్ ఆఫ్రికా వాడు రాడ్ కావాలి,hate
488,పెద్దగా ఉన్నాయని కింద పెట్టుకునేవు,hate
489,ni mokaaniki konchem piyya rasesukoni.,hate
490,అబ్బా ఇది సంసారి కేవలం సేవ చేస్తుంది,hate
491,అబ్బా వచ్చింది అండి ఆంధ్రప్రదేశ్ వీర పతివ్రత..... నువ్వు నాకు పోయి,hate
492,అది నువ్వు చెప్పుతున్నావా చి చి,hate
493,నువ్వు డబ్బులు ఇచ్య్ చి రెడ్డి నీకు ఎక్కడ పెట్టమంటే అక్కడ పెడతా,hate
494,రోజు నీ మొహం అద్దం చూసుకో రోజు చూడలేక పోతున్నాను,hate
495,వినలేక పోతున్నాము,hate
496,డబ్బు ఇస్తే నిన్నుకూడ ఎస్తాడు,hate
497,నిది చూపించు దెబ్బకి సెట్ ఐపోయిది రోజాకు,hate
498,ఏది నాకిన నీది మాత్రం కచ్చితంగా నాకడు చీ రెడ్డి,hate
499,ఇప్పుడు నిదిఐన నకుతాడు డబ్బులు ఇస్తే,hate
500,Emi echavaa  Andaru neelagaa nakaru ,hate
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
,,
